,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Smchd11,0.007367791,0.967601791,0.4,0.664,1,PMN-MDSC,Smchd1
Ston21,0.007677033,0.665886673,0.158,0.158,1,PMN-MDSC,Ston2
Cox17,0.007749665,0.950394071,0.392,0.569,1,PMN-MDSC,Cox17
Nfat51,0.008091378,0.786949333,0.519,0.761,1,PMN-MDSC,Nfat5
Hnrnpc,0.00812937,0.398870324,0.48,0.829,1,PMN-MDSC,Hnrnpc
Sbno1,0.00815848,0.991034561,0.39,0.562,1,PMN-MDSC,Sbno1
Map2k3,0.008600826,0.678777228,0.381,0.631,1,PMN-MDSC,Map2k3
Utrn1,0.008983464,0.888625287,0.312,0.478,1,PMN-MDSC,Utrn
Rabac1,0.009790903,0.552955512,0.428,0.742,1,PMN-MDSC,Rabac1
Cd4,0,1.31779366,0.436,0.023,0,Cd4+ T cell,Cd4
Maf,1.39E-170,1.654623734,0.445,0.139,2.90E-166,Cd4+ T cell,Maf
Tnfrsf4,1.51E-156,1.723213423,0.434,0.143,3.13E-152,Cd4+ T cell,Tnfrsf4
St8sia6,1.47E-133,0.9681057,0.196,0.015,3.06E-129,Cd4+ T cell,St8sia6
Sgms1,1.21E-123,1.018028341,0.733,0.534,2.52E-119,Cd4+ T cell,Sgms1
Runx1,1.91E-109,0.779350633,0.805,0.635,3.98E-105,Cd4+ T cell,Runx1
Malat1,1.79E-106,0.373395424,1,0.999,3.72E-102,Cd4+ T cell,Malat1
Trib2,1.70E-99,0.968310154,0.414,0.186,3.54E-95,Cd4+ T cell,Trib2
Cytip,4.29E-98,0.581877875,0.941,0.909,8.91E-94,Cd4+ T cell,Cytip
Foxp3,9.90E-94,0.649106844,0.132,0.007,2.06E-89,Cd4+ T cell,Foxp3
Izumo1r,7.68E-93,0.908128323,0.297,0.098,1.60E-88,Cd4+ T cell,Izumo1r
Fyb,6.75E-91,0.626846335,0.913,0.847,1.40E-86,Cd4+ T cell,Fyb
Stat5b,4.50E-90,0.748637868,0.815,0.696,9.36E-86,Cd4+ T cell,Stat5b
Hif1a,3.00E-86,0.821207881,0.798,0.675,6.24E-82,Cd4+ T cell,Hif1a
Sh3rf1,1.18E-83,1.430590369,0.346,0.152,2.46E-79,Cd4+ T cell,Sh3rf1
Adk,1.23E-83,1.047078162,0.601,0.4,2.55E-79,Cd4+ T cell,Adk
Inpp4b,3.69E-82,0.566257511,0.956,0.835,7.67E-78,Cd4+ T cell,Inpp4b
Cd2,5.71E-79,0.68192183,0.762,0.649,1.19E-74,Cd4+ T cell,Cd2
Lrig1,3.11E-78,1.040013815,0.371,0.171,6.48E-74,Cd4+ T cell,Lrig1
Ifi27l2a,1.50E-77,0.983893558,0.589,0.406,3.13E-73,Cd4+ T cell,Ifi27l2a
Cd40lg,5.33E-76,0.52080751,0.177,0.035,1.11E-71,Cd4+ T cell,Cd40lg
Ly6a,6.26E-76,1.015720823,0.555,0.37,1.30E-71,Cd4+ T cell,Ly6a
Ext1,5.15E-75,0.837718459,0.72,0.595,1.07E-70,Cd4+ T cell,Ext1
Il10,9.09E-75,1.224002023,0.164,0.031,1.89E-70,Cd4+ T cell,Il10
Ets1,8.60E-73,0.462823552,0.955,0.915,1.79E-68,Cd4+ T cell,Ets1
Cd5,1.66E-71,0.80331931,0.507,0.324,3.45E-67,Cd4+ T cell,Cd5
Arhgap31,3.56E-71,0.787951863,0.729,0.593,7.40E-67,Cd4+ T cell,Arhgap31
Ncoa2,1.33E-68,0.639514358,0.807,0.739,2.77E-64,Cd4+ T cell,Ncoa2
Tox,3.85E-64,0.854018715,0.792,0.702,8.01E-60,Cd4+ T cell,Tox
Prkca,1.75E-60,0.811743476,0.822,0.773,3.64E-56,Cd4+ T cell,Prkca
Cd247,1.97E-57,0.675917512,0.749,0.675,4.11E-53,Cd4+ T cell,Cd247
Icos,9.66E-56,0.753887315,0.697,0.576,2.01E-51,Cd4+ T cell,Icos
Fam169b,1.05E-54,0.602254323,0.689,0.54,2.19E-50,Cd4+ T cell,Fam169b
Tspan32,1.23E-53,0.482094717,0.22,0.082,2.56E-49,Cd4+ T cell,Tspan32
Rassf3,8.31E-53,0.690752334,0.397,0.241,1.73E-48,Cd4+ T cell,Rassf3
Shisa5,4.18E-52,0.426588359,0.879,0.847,8.70E-48,Cd4+ T cell,Shisa5
Arid5b,1.22E-50,0.725626015,0.77,0.705,2.53E-46,Cd4+ T cell,Arid5b
Jak2,3.80E-49,0.827584165,0.604,0.516,7.90E-45,Cd4+ T cell,Jak2
Pecam1,1.41E-48,0.727744282,0.521,0.383,2.93E-44,Cd4+ T cell,Pecam1
Trp53inp1,3.20E-48,0.859813167,0.518,0.399,6.65E-44,Cd4+ T cell,Trp53inp1
Tmem64,4.82E-47,0.593699717,0.289,0.143,1.00E-42,Cd4+ T cell,Tmem64
Lrba,2.22E-45,0.690807829,0.69,0.619,4.62E-41,Cd4+ T cell,Lrba
Itgb8,3.18E-45,0.457626716,0.104,0.02,6.61E-41,Cd4+ T cell,Itgb8
Neb,1.70E-44,0.791653471,0.206,0.084,3.53E-40,Cd4+ T cell,Neb
Sh3kbp1,2.09E-43,0.481082908,0.85,0.831,4.34E-39,Cd4+ T cell,Sh3kbp1
Tesc,3.97E-43,0.442731649,0.209,0.087,8.26E-39,Cd4+ T cell,Tesc
Tbc1d4,1.35E-42,0.917100067,0.333,0.197,2.82E-38,Cd4+ T cell,Tbc1d4
Ddx5,3.32E-42,0.28532098,0.968,0.965,6.90E-38,Cd4+ T cell,Ddx5
Cpm,4.32E-42,0.735863524,0.304,0.164,8.98E-38,Cd4+ T cell,Cpm
Dusp10,9.68E-41,0.81025132,0.613,0.539,2.01E-36,Cd4+ T cell,Dusp10
Gm20275,1.16E-40,0.827835503,0.411,0.273,2.42E-36,Cd4+ T cell,Gm20275
Srgn,1.40E-40,0.417594648,0.97,0.966,2.91E-36,Cd4+ T cell,Srgn
Cblb,8.54E-39,0.379039068,0.965,0.963,1.78E-34,Cd4+ T cell,Cblb
Trac,1.33E-38,0.448090073,0.784,0.69,2.76E-34,Cd4+ T cell,Trac
Angptl2,1.08E-37,0.356327297,0.101,0.024,2.25E-33,Cd4+ T cell,Angptl2
H3f3b,2.01E-37,0.255425846,0.99,0.989,4.17E-33,Cd4+ T cell,H3f3b
Ccr2,2.64E-37,0.794823039,0.189,0.081,5.50E-33,Cd4+ T cell,Ccr2
Fam107b,4.55E-37,0.384898272,0.926,0.928,9.46E-33,Cd4+ T cell,Fam107b
Ctla4,1.12E-36,0.89939043,0.675,0.619,2.33E-32,Cd4+ T cell,Ctla4
A630023P12Rik,1.15E-36,0.279276195,0.106,0.027,2.39E-32,Cd4+ T cell,A630023P12Rik
Eea1,1.88E-36,1.135979959,0.449,0.349,3.91E-32,Cd4+ T cell,Eea1
Arid4a,7.63E-36,0.572182867,0.606,0.525,1.59E-31,Cd4+ T cell,Arid4a
Tbc1d30,1.39E-35,0.537410574,0.199,0.091,2.88E-31,Cd4+ T cell,Tbc1d30
Foxn3,1.91E-35,0.531739586,0.784,0.738,3.98E-31,Cd4+ T cell,Foxn3
Retreg1,1.95E-35,0.624184603,0.533,0.433,4.06E-31,Cd4+ T cell,Retreg1
Arhgap15,3.82E-35,0.330830477,0.99,0.986,7.93E-31,Cd4+ T cell,Arhgap15
Samhd1,2.07E-34,0.561936084,0.578,0.498,4.31E-30,Cd4+ T cell,Samhd1
Ass1,3.80E-34,0.408208391,0.211,0.101,7.90E-30,Cd4+ T cell,Ass1
Atxn7l1,2.09E-33,0.668574948,0.513,0.422,4.35E-29,Cd4+ T cell,Atxn7l1
Map3k5,2.39E-33,0.557981954,0.616,0.534,4.98E-29,Cd4+ T cell,Map3k5
Nrip1,2.47E-33,0.491936448,0.7,0.625,5.14E-29,Cd4+ T cell,Nrip1
Bcl11b,2.65E-32,0.4832943,0.625,0.542,5.51E-28,Cd4+ T cell,Bcl11b
Nxpe3,5.29E-32,0.425695524,0.186,0.086,1.10E-27,Cd4+ T cell,Nxpe3
Rapgef6,2.82E-31,0.431386932,0.93,0.929,5.86E-27,Cd4+ T cell,Rapgef6
Rnf19a,3.36E-31,0.558166248,0.696,0.664,6.99E-27,Cd4+ T cell,Rnf19a
Sntb1,4.14E-31,0.643689098,0.616,0.522,8.60E-27,Cd4+ T cell,Sntb1
Trat1,1.03E-30,0.533513771,0.206,0.102,2.13E-26,Cd4+ T cell,Trat1
Odc1,6.12E-30,0.747775317,0.639,0.607,1.27E-25,Cd4+ T cell,Odc1
Ly6c1,1.25E-29,0.408909623,0.127,0.047,2.61E-25,Cd4+ T cell,Ly6c1
Tnfsf8,1.65E-29,1.389968854,0.24,0.139,3.44E-25,Cd4+ T cell,Tnfsf8
Ramp3,8.27E-29,0.496658174,0.272,0.157,1.72E-24,Cd4+ T cell,Ramp3
Gimap6,2.24E-28,0.502097115,0.851,0.842,4.65E-24,Cd4+ T cell,Gimap6
S1pr1,3.28E-28,0.611678447,0.445,0.345,6.83E-24,Cd4+ T cell,S1pr1
Smco4,5.30E-28,0.443928063,0.245,0.143,1.10E-23,Cd4+ T cell,Smco4
Gm8369,5.35E-28,0.412088207,0.716,0.618,1.11E-23,Cd4+ T cell,Gm8369
Stk4,8.28E-28,0.400309465,0.73,0.68,1.72E-23,Cd4+ T cell,Stk4
Picalm,9.41E-28,0.47242423,0.765,0.757,1.96E-23,Cd4+ T cell,Picalm
Zfp281,9.97E-28,0.525108806,0.299,0.196,2.07E-23,Cd4+ T cell,Zfp281
Xylt1,1.88E-27,0.531960838,0.448,0.348,3.91E-23,Cd4+ T cell,Xylt1
Heg1,4.19E-27,0.495207101,0.351,0.242,8.72E-23,Cd4+ T cell,Heg1
Rap1b,5.01E-27,0.303129181,0.896,0.906,1.04E-22,Cd4+ T cell,Rap1b
Tiam1,5.30E-26,0.382549664,0.172,0.083,1.10E-21,Cd4+ T cell,Tiam1
Tmem154,2.06E-25,0.351187349,0.159,0.075,4.29E-21,Cd4+ T cell,Tmem154
Arl5a,2.33E-25,0.71029547,0.302,0.211,4.85E-21,Cd4+ T cell,Arl5a
Plcl1,2.99E-25,0.605624902,0.239,0.141,6.22E-21,Cd4+ T cell,Plcl1
Gm15283,6.83E-25,0.509288071,0.32,0.22,1.42E-20,Cd4+ T cell,Gm15283
Lat,1.89E-24,0.374044904,0.627,0.569,3.92E-20,Cd4+ T cell,Lat
Il6ra,2.75E-24,0.395096777,0.224,0.13,5.71E-20,Cd4+ T cell,Il6ra
Ndrg3,3.26E-24,0.701496908,0.264,0.171,6.77E-20,Cd4+ T cell,Ndrg3
Ccm2,5.53E-24,0.462631157,0.493,0.409,1.15E-19,Cd4+ T cell,Ccm2
Got1,4.22E-23,0.685255062,0.358,0.276,8.77E-19,Cd4+ T cell,Got1
Hnrnpll,1.25E-22,0.503999788,0.3,0.207,2.60E-18,Cd4+ T cell,Hnrnpll
Rgs10,1.33E-22,0.45526815,0.579,0.518,2.76E-18,Cd4+ T cell,Rgs10
Mllt3,1.99E-22,0.434552146,0.692,0.643,4.14E-18,Cd4+ T cell,Mllt3
Crlf3,4.30E-22,0.498845621,0.573,0.532,8.93E-18,Cd4+ T cell,Crlf3
Tnfrsf18,5.09E-22,0.670924898,0.41,0.333,1.06E-17,Cd4+ T cell,Tnfrsf18
Hacd3,6.85E-22,0.520248565,0.448,0.373,1.42E-17,Cd4+ T cell,Hacd3
Tnfaip8,8.09E-22,0.531203062,0.601,0.564,1.68E-17,Cd4+ T cell,Tnfaip8
Gpr132,1.20E-21,0.341422063,0.705,0.663,2.49E-17,Cd4+ T cell,Gpr132
Bmp2k,7.71E-21,0.48591771,0.313,0.228,1.60E-16,Cd4+ T cell,Bmp2k
Cd28,2.09E-20,0.375074928,0.842,0.827,4.35E-16,Cd4+ T cell,Cd28
Npc2,5.44E-20,0.293149168,0.737,0.717,1.13E-15,Cd4+ T cell,Npc2
Pim1,6.57E-20,0.370671392,0.778,0.773,1.37E-15,Cd4+ T cell,Pim1
Itm2b,3.17E-19,0.289218421,0.828,0.839,6.59E-15,Cd4+ T cell,Itm2b
Btla,7.18E-19,0.48635827,0.268,0.185,1.49E-14,Cd4+ T cell,Btla
Samsn1,7.68E-19,0.467464484,0.566,0.513,1.60E-14,Cd4+ T cell,Samsn1
Slamf1,8.15E-19,0.427975663,0.247,0.164,1.70E-14,Cd4+ T cell,Slamf1
Mcl1,1.15E-18,0.320334376,0.775,0.776,2.40E-14,Cd4+ T cell,Mcl1
Cyth1,1.20E-18,0.380980196,0.597,0.554,2.50E-14,Cd4+ T cell,Cyth1
Tgfbr3,1.45E-18,0.395591252,0.23,0.147,3.02E-14,Cd4+ T cell,Tgfbr3
St6gal1,1.57E-18,0.447808306,0.352,0.264,3.27E-14,Cd4+ T cell,St6gal1
Dhx40,3.96E-18,0.385265007,0.524,0.464,8.23E-14,Cd4+ T cell,Dhx40
Pip4k2a,4.46E-18,0.384946728,0.665,0.643,9.26E-14,Cd4+ T cell,Pip4k2a
St8sia1,5.06E-18,0.406347719,0.29,0.202,1.05E-13,Cd4+ T cell,St8sia1
Smchd1,7.56E-18,0.346024941,0.816,0.819,1.57E-13,Cd4+ T cell,Smchd1
Tmem65,8.20E-18,0.514327376,0.315,0.24,1.70E-13,Cd4+ T cell,Tmem65
Fam3c,5.43E-17,0.379047316,0.373,0.303,1.13E-12,Cd4+ T cell,Fam3c
Ifngr2,6.73E-17,0.442762163,0.292,0.209,1.40E-12,Cd4+ T cell,Ifngr2
Cd53,8.91E-17,0.291372662,0.792,0.8,1.85E-12,Cd4+ T cell,Cd53
Tnfsf11,9.23E-17,0.589344771,0.162,0.092,1.92E-12,Cd4+ T cell,Tnfsf11
Lmnb1,1.40E-16,0.508119396,0.448,0.389,2.91E-12,Cd4+ T cell,Lmnb1
Itpr2,1.97E-16,0.341628929,0.618,0.588,4.09E-12,Cd4+ T cell,Itpr2
Tank,2.18E-16,0.579408946,0.552,0.541,4.54E-12,Cd4+ T cell,Tank
Rabgap1l,3.99E-16,0.658261328,0.77,0.823,8.30E-12,Cd4+ T cell,Rabgap1l
Birc3,5.36E-16,0.396407139,0.588,0.55,1.11E-11,Cd4+ T cell,Birc3
Hivep2,5.67E-16,0.372265011,0.739,0.758,1.18E-11,Cd4+ T cell,Hivep2
Aebp2,7.29E-16,0.356273708,0.601,0.586,1.52E-11,Cd4+ T cell,Aebp2
Mpzl3,7.76E-16,0.266685347,0.136,0.073,1.61E-11,Cd4+ T cell,Mpzl3
Znrf1,1.28E-15,0.411819902,0.486,0.435,2.65E-11,Cd4+ T cell,Znrf1
Cdkn1b,1.63E-15,0.355959499,0.448,0.393,3.39E-11,Cd4+ T cell,Cdkn1b
Mtmr3,2.21E-15,0.37686055,0.536,0.5,4.59E-11,Cd4+ T cell,Mtmr3
Mcu,2.93E-15,0.417728345,0.312,0.237,6.10E-11,Cd4+ T cell,Mcu
Rb1,3.17E-15,0.384072247,0.409,0.348,6.59E-11,Cd4+ T cell,Rb1
Gimap3,3.52E-15,0.340866248,0.629,0.62,7.31E-11,Cd4+ T cell,Gimap3
Ly6e,5.27E-15,0.309539973,0.7,0.7,1.10E-10,Cd4+ T cell,Ly6e
Rcan3,8.64E-15,0.274244488,0.135,0.075,1.80E-10,Cd4+ T cell,Rcan3
Gm12840,1.11E-14,0.587004249,0.382,0.313,2.30E-10,Cd4+ T cell,Gm12840
Slc49a4,1.13E-14,0.504854901,0.311,0.245,2.35E-10,Cd4+ T cell,Slc49a4
Trib1,1.52E-14,0.331428998,0.21,0.143,3.15E-10,Cd4+ T cell,Trib1
Lamc1,1.61E-14,0.712371913,0.275,0.209,3.34E-10,Cd4+ T cell,Lamc1
Msi2,2.19E-14,0.338458573,0.729,0.739,4.54E-10,Cd4+ T cell,Msi2
Sdf4,4.19E-14,0.467330748,0.589,0.582,8.71E-10,Cd4+ T cell,Sdf4
Foxo1,4.22E-14,0.366798335,0.724,0.703,8.78E-10,Cd4+ T cell,Foxo1
Jmjd1c,4.56E-14,0.278371716,0.808,0.819,9.49E-10,Cd4+ T cell,Jmjd1c
Syt11,6.28E-14,0.318305786,0.182,0.117,1.31E-09,Cd4+ T cell,Syt11
Fbxo11,7.36E-14,0.431315108,0.715,0.737,1.53E-09,Cd4+ T cell,Fbxo11
Lnx2,8.69E-14,0.362464881,0.247,0.179,1.81E-09,Cd4+ T cell,Lnx2
Dusp14,8.84E-14,0.294014473,0.114,0.061,1.84E-09,Cd4+ T cell,Dusp14
4932438A13Rik,1.08E-13,0.407142964,0.836,0.875,2.25E-09,Cd4+ T cell,4932438A13Rik
Camk2d,1.25E-13,0.412310737,0.553,0.533,2.60E-09,Cd4+ T cell,Camk2d
Myl12b,1.30E-13,0.25455865,0.723,0.736,2.69E-09,Cd4+ T cell,Myl12b
Pik3c2a,1.57E-13,0.391558705,0.424,0.373,3.26E-09,Cd4+ T cell,Pik3c2a
Cd47,2.23E-13,0.28344861,0.745,0.748,4.63E-09,Cd4+ T cell,Cd47
Trerf1,2.36E-13,0.414261663,0.321,0.25,4.91E-09,Cd4+ T cell,Trerf1
Glrx,3.44E-13,0.464124072,0.214,0.151,7.16E-09,Cd4+ T cell,Glrx
Areg,4.08E-13,0.797421603,0.1,0.052,8.49E-09,Cd4+ T cell,Areg
Tpr,4.43E-13,0.360166728,0.713,0.732,9.20E-09,Cd4+ T cell,Tpr
Paxbp1,4.50E-13,0.405746268,0.329,0.269,9.37E-09,Cd4+ T cell,Paxbp1
Jarid2,6.08E-13,0.43285155,0.621,0.621,1.26E-08,Cd4+ T cell,Jarid2
Il6st,7.98E-13,0.398508316,0.424,0.372,1.66E-08,Cd4+ T cell,Il6st
Ankrd12,9.32E-13,0.329798166,0.672,0.68,1.94E-08,Cd4+ T cell,Ankrd12
Lbh,1.02E-12,0.416531674,0.386,0.341,2.12E-08,Cd4+ T cell,Lbh
Casp4,1.56E-12,0.414117158,0.237,0.172,3.25E-08,Cd4+ T cell,Casp4
Leprotl1,2.33E-12,0.316244975,0.525,0.503,4.84E-08,Cd4+ T cell,Leprotl1
Sdhaf1,2.78E-12,0.360166335,0.302,0.24,5.79E-08,Cd4+ T cell,Sdhaf1
Psen2,2.89E-12,0.327084295,0.222,0.16,6.02E-08,Cd4+ T cell,Psen2
Antxr2,3.16E-12,0.526453695,0.451,0.421,6.58E-08,Cd4+ T cell,Antxr2
Ypel2,3.55E-12,0.280960144,0.14,0.084,7.39E-08,Cd4+ T cell,Ypel2
Rap1gds1,5.10E-12,0.351019412,0.505,0.471,1.06E-07,Cd4+ T cell,Rap1gds1
Itpkb,5.66E-12,0.289723022,0.812,0.823,1.18E-07,Cd4+ T cell,Itpkb
Sdcbp2,6.46E-12,0.306827437,0.201,0.14,1.34E-07,Cd4+ T cell,Sdcbp2
Hspbap1,8.71E-12,0.296445149,0.116,0.067,1.81E-07,Cd4+ T cell,Hspbap1
Pkp3,8.72E-12,0.372352959,0.264,0.206,1.81E-07,Cd4+ T cell,Pkp3
Glcci1,9.35E-12,0.35331873,0.27,0.211,1.94E-07,Cd4+ T cell,Glcci1
Uhrf2,1.10E-11,0.389814093,0.578,0.557,2.29E-07,Cd4+ T cell,Uhrf2
Gm26740,1.62E-11,0.277962301,0.645,0.613,3.36E-07,Cd4+ T cell,Gm26740
Sla,1.82E-11,0.387778717,0.419,0.38,3.78E-07,Cd4+ T cell,Sla
Sesn3,2.48E-11,0.400562433,0.553,0.548,5.15E-07,Cd4+ T cell,Sesn3
Fam104a,3.08E-11,0.3167188,0.385,0.343,6.40E-07,Cd4+ T cell,Fam104a
Prickle1,4.82E-11,0.29577695,0.167,0.109,1.00E-06,Cd4+ T cell,Prickle1
Nfkbia,5.92E-11,0.316898962,0.821,0.834,1.23E-06,Cd4+ T cell,Nfkbia
Clip1,6.89E-11,0.346770336,0.369,0.325,1.43E-06,Cd4+ T cell,Clip1
Tnik,6.95E-11,0.321852999,0.7,0.695,1.44E-06,Cd4+ T cell,Tnik
Irf4,7.29E-11,0.336809528,0.18,0.126,1.52E-06,Cd4+ T cell,Irf4
Nr3c1,9.37E-11,0.415337513,0.632,0.645,1.95E-06,Cd4+ T cell,Nr3c1
Il2ra,2.34E-10,0.551291007,0.185,0.131,4.87E-06,Cd4+ T cell,Il2ra
Cnst,2.40E-10,0.346334777,0.249,0.195,4.98E-06,Cd4+ T cell,Cnst
Fyn,2.79E-10,0.281968499,0.82,0.835,5.80E-06,Cd4+ T cell,Fyn
Pde4d,2.84E-10,0.289063205,0.672,0.682,5.90E-06,Cd4+ T cell,Pde4d
Mif4gd,2.99E-10,0.285852152,0.241,0.187,6.23E-06,Cd4+ T cell,Mif4gd
Itgav,3.12E-10,0.817206961,0.537,0.527,6.49E-06,Cd4+ T cell,Itgav
Dst,3.20E-10,0.354244654,0.244,0.19,6.65E-06,Cd4+ T cell,Dst
Zfp53,3.29E-10,0.461618406,0.328,0.279,6.83E-06,Cd4+ T cell,Zfp53
Ms4a6b,3.81E-10,0.302083406,0.637,0.631,7.92E-06,Cd4+ T cell,Ms4a6b
Malt1,4.66E-10,0.475911724,0.764,0.798,9.69E-06,Cd4+ T cell,Malt1
Mxi1,5.46E-10,0.552308588,0.349,0.305,1.13E-05,Cd4+ T cell,Mxi1
Ubl3,6.53E-10,0.324941439,0.622,0.63,1.36E-05,Cd4+ T cell,Ubl3
Rnf125,6.75E-10,0.289252949,0.614,0.612,1.40E-05,Cd4+ T cell,Rnf125
Kat2b,7.13E-10,0.358793543,0.298,0.248,1.48E-05,Cd4+ T cell,Kat2b
Rflnb,7.28E-10,0.303650056,0.174,0.122,1.51E-05,Cd4+ T cell,Rflnb
Cep120,7.88E-10,0.288653513,0.601,0.598,1.64E-05,Cd4+ T cell,Cep120
Phf20l1,7.98E-10,0.27356561,0.676,0.692,1.66E-05,Cd4+ T cell,Phf20l1
Fbxl17,1.08E-09,0.28224203,0.634,0.637,2.25E-05,Cd4+ T cell,Fbxl17
Stat1,1.09E-09,0.347747124,0.429,0.394,2.26E-05,Cd4+ T cell,Stat1
Exoc6b,1.22E-09,0.328289652,0.393,0.344,2.53E-05,Cd4+ T cell,Exoc6b
Grb2,2.08E-09,0.328217985,0.53,0.532,4.33E-05,Cd4+ T cell,Grb2
Pgap1,2.17E-09,0.383709231,0.263,0.211,4.52E-05,Cd4+ T cell,Pgap1
Ncoa3,2.37E-09,0.37658746,0.421,0.397,4.93E-05,Cd4+ T cell,Ncoa3
Gata3,2.83E-09,0.349373724,0.285,0.235,5.89E-05,Cd4+ T cell,Gata3
Arhgap25,3.02E-09,0.312578407,0.433,0.396,6.28E-05,Cd4+ T cell,Arhgap25
Arl6ip1,3.25E-09,0.323926571,0.539,0.532,6.76E-05,Cd4+ T cell,Arl6ip1
Gm16158,3.45E-09,0.293815263,0.22,0.169,7.18E-05,Cd4+ T cell,Gm16158
Raf1,4.07E-09,0.398389891,0.421,0.399,8.46E-05,Cd4+ T cell,Raf1
Ets2,4.12E-09,0.327034604,0.256,0.208,8.57E-05,Cd4+ T cell,Ets2
Tox2,6.35E-09,0.284210217,0.118,0.074,0.000132076,Cd4+ T cell,Tox2
Igfbp4,1.12E-08,0.51115807,0.259,0.217,0.000233394,Cd4+ T cell,Igfbp4
Zfp831,1.24E-08,0.319476451,0.289,0.243,0.000257174,Cd4+ T cell,Zfp831
Itgb7,1.54E-08,0.305928956,0.459,0.439,0.000319592,Cd4+ T cell,Itgb7
Crem,1.58E-08,0.333211278,0.362,0.326,0.000329424,Cd4+ T cell,Crem
Sh2d1a,2.23E-08,0.372821774,0.328,0.294,0.000464157,Cd4+ T cell,Sh2d1a
Stat5a,2.38E-08,0.324042112,0.321,0.283,0.000495048,Cd4+ T cell,Stat5a
Dgka,2.47E-08,0.358953884,0.444,0.426,0.000513282,Cd4+ T cell,Dgka
Ucp2,2.67E-08,0.259940896,0.515,0.505,0.000554672,Cd4+ T cell,Ucp2
Cep85l,2.92E-08,0.338119995,0.165,0.119,0.000607903,Cd4+ T cell,Cep85l
Gm2245,3.32E-08,0.261038555,0.169,0.124,0.000690241,Cd4+ T cell,Gm2245
Rab27a,4.09E-08,0.339058739,0.294,0.251,0.000851223,Cd4+ T cell,Rab27a
Apaf1,5.14E-08,0.390165721,0.227,0.186,0.001069678,Cd4+ T cell,Apaf1
Aff1,7.04E-08,0.270030233,0.662,0.664,0.001464734,Cd4+ T cell,Aff1
Asxl1,7.70E-08,0.314374604,0.461,0.441,0.001602151,Cd4+ T cell,Asxl1
Trps1,9.47E-08,0.487876502,0.629,0.641,0.001968606,Cd4+ T cell,Trps1
P4ha1,9.78E-08,0.36768045,0.252,0.211,0.002033867,Cd4+ T cell,P4ha1
Nav2,1.19E-07,0.415310657,0.173,0.132,0.002469102,Cd4+ T cell,Nav2
Stx11,1.28E-07,0.443560251,0.261,0.22,0.002657188,Cd4+ T cell,Stx11
Slamf6,1.39E-07,0.346602095,0.324,0.286,0.002882751,Cd4+ T cell,Slamf6
Naa16,1.70E-07,0.313819765,0.256,0.215,0.003544281,Cd4+ T cell,Naa16
Rora,1.82E-07,0.289529488,0.549,0.532,0.003776369,Cd4+ T cell,Rora
Mxd1,1.83E-07,0.31240589,0.4,0.372,0.003795936,Cd4+ T cell,Mxd1
F730043M19Rik,1.83E-07,0.25955326,0.118,0.081,0.003796093,Cd4+ T cell,F730043M19Rik
Batf,2.00E-07,0.329780348,0.335,0.299,0.004161728,Cd4+ T cell,Batf
Cdk2ap2,2.14E-07,0.252467337,0.502,0.497,0.004458954,Cd4+ T cell,Cdk2ap2
Erc1,2.19E-07,0.256953325,0.194,0.149,0.00455005,Cd4+ T cell,Erc1
Ube2h,2.31E-07,0.264604103,0.708,0.732,0.004799215,Cd4+ T cell,Ube2h
Akt3,2.45E-07,0.283920154,0.576,0.582,0.005102032,Cd4+ T cell,Akt3
Fam102a,2.59E-07,0.324158359,0.397,0.375,0.005395663,Cd4+ T cell,Fam102a
S100a4,2.85E-07,0.495585929,0.458,0.429,0.005931029,Cd4+ T cell,S100a4
Tpp2,2.96E-07,0.278476743,0.602,0.619,0.006149106,Cd4+ T cell,Tpp2
Fam168a,3.04E-07,0.315779587,0.229,0.185,0.006313985,Cd4+ T cell,Fam168a
Gadd45b,3.77E-07,0.40304788,0.336,0.304,0.007831304,Cd4+ T cell,Gadd45b
Osbpl9,4.00E-07,0.250429751,0.58,0.584,0.0083196,Cd4+ T cell,Osbpl9
Klrd1,0,1.899624256,0.656,0.084,0,Cd8+ T cell,Klrd1
Cd8b1,0,1.701940665,0.567,0.048,0,Cd8+ T cell,Cd8b1
Nkg7,5.41E-289,1.539203654,0.813,0.299,1.12E-284,Cd8+ T cell,Nkg7
Cd8a,3.38E-288,1.625798455,0.507,0.029,7.02E-284,Cd8+ T cell,Cd8a
Bend4,3.21E-239,1.187679792,0.462,0.037,6.67E-235,Cd8+ T cell,Bend4
Ccl5,1.06E-210,2.350479976,0.741,0.383,2.19E-206,Cd8+ T cell,Ccl5
Ctsw,5.99E-191,0.965069241,0.561,0.148,1.25E-186,Cd8+ T cell,Ctsw
Ly6c2,3.91E-182,1.695883134,0.39,0.044,8.12E-178,Cd8+ T cell,Ly6c2
Dnajc15,1.94E-162,0.88514861,0.677,0.298,4.04E-158,Cd8+ T cell,Dnajc15
Klrc1,2.83E-152,1.236999462,0.326,0.028,5.89E-148,Cd8+ T cell,Klrc1
Atp8b4,2.94E-147,0.934380887,0.555,0.192,6.12E-143,Cd8+ T cell,Atp8b4
Dusp2,1.20E-141,0.848913094,0.785,0.447,2.49E-137,Cd8+ T cell,Dusp2
Epsti1,3.56E-136,0.906310766,0.738,0.403,7.40E-132,Cd8+ T cell,Epsti1
